HouseID,Title,Hood,Parish,Price,Gross_Area,Typology
32227891,"Penthouse à venda na rua Pereira Henriques, 618",Marvila,Lisboa,350000,57,T1
32227860,"Penthouse à venda na rua Pereira Henriques, 618",Marvila,Lisboa,350000,57,T1
31496877,"Apartamento T1 à venda na praceta de Santa Marta, 30",Campo de Santana - Santa Marta,Santo António,525000,53,T1
32573967,Apartamento T1 à venda em Beato,Lisboa,NA,200000,50,T1
31400920,Apartamento T1 à venda em Boa Hora,Ajuda,NA,213000,55,T1
32622294,"Apartamento T1 à venda na avenida Avenida António Augusto de Aguiar , 7",Bairro Azul - Parque Eduardo VII,Avenidas Novas,452000,65,T1
31901647,"Apartamento T1 à venda na rua Conde de Redondo, 61",Campo de Santana - Santa Marta,Santo António,449400,64,T1
32018237,"Apartamento T1 à venda na praça Viscondessa dos Olivais, 1",Olivais,Lisboa,330000,72,T1
31591518,Apartamento T1 à venda em Campo de Santana - Santa Marta,Santo António,NA,535000,75,T1
32227894,"Apartamento T1 à venda na rua Pereira Henriques, 618",Marvila,Lisboa,335000,55,T1
31054776,Apartamento T1 à venda em Castelo - Mouraria,Santa Maria Maior,NA,255000,38,T1
31632406, Casa ou moradia à venda em Bairro Alto,Misericórdia,NA,350000,,45 m² área bruta
32581732, Moradia geminada à venda na travessa Parreiras s/n,Campo de Santana - Santa Marta,Santo António,315000,,"31 m² área bruta, 29 m² úteis"
31498654,"Apartamento T1 à venda na avenida Elias Garcia, 134",Campo Pequeno - Praça de Espanha,Avenidas Novas,508000,64,T1
31632406, Casa ou moradia à venda em Bairro Alto,Misericórdia,NA,350000,,45 m² área bruta
32096007,"Apartamento T1 à venda na praceta rua junqueira, 345",Centro,Belém,560000,76,T1
32449999,"Apartamento T1 à venda na rua Laranjal, 10",Calçada da Ajuda - Belém,Ajuda,215000,35,T1
32534621,"Apartamento T1 à venda , Tv do pinheiro, 10",Lapa,Estrela,259000,50,T1
